category,sub-category,university,ranking
Natural Sciences,Physics,"University of California, Santa Barbara",49.3
Natural Sciences,Physics,University of Chicago,63.2
Natural Sciences,Physics,University of Geneva,55.2
Natural Sciences,Physics,Columbia University,50.8
Natural Sciences,Physics,University of Colorado at Boulder,53.5
Natural Sciences,Physics,Tsinghua University,84.4
Natural Sciences,Physics,Johns Hopkins University,56.9
Natural Sciences,Physics,University of Washington,49.1
Natural Sciences,Physics,PSL University,72.8
Natural Sciences,Physics,The Ohio State University - Columbus,54.3
Natural Sciences,Physics,University of Science and Technology of China,88.4
Natural Sciences,Physics,Peking University,84.2
Natural Sciences,Physics,The Australian National University,49.0
Natural Sciences,Physics,The University of Edinburgh,55.8
Natural Sciences,Physics,"University of California, Los Angeles",56.1
Natural Sciences,Physics,University of Michigan-Ann Arbor,62.5
Natural Sciences,Physics,Université Paris Cité,100.0
Natural Sciences,Physics,University of Munich,51.6
Natural Sciences,Physics,Sorbonne University,86.3
Natural Sciences,Physics,Shanghai Jiao Tong University,73.6
Natural Sciences,Physics,Cornell University,48.7
Natural Sciences,Physics,University of Illinois at Urbana-Champaign,51.4
Natural Sciences,Physics,Institut Polytechnique de Paris,48.5
Natural Sciences,Physics,University College London,68.0
Natural Sciences,Physics,Brown University,32.7
Natural Sciences,Physics,University of Waterloo,40.1
Natural Sciences,Physics,"University of Maryland, College Park",61.7
Natural Sciences,Physics,Université libre de Bruxelles (ULB),36.0
Natural Sciences,Physics,Nanjing University,69.1
Natural Sciences,Physics,Nagoya University,47.3
Natural Sciences,Physics,Imperial College London,59.2
Natural Sciences,Physics,Lund University,41.1
Natural Sciences,Physics,Swiss Federal Institute of Technology Lausanne,53.9
Natural Sciences,Physics,Pennsylvania State University - University Park,53.6
Natural Sciences,Physics,University of Wisconsin - Madison,50.8
Natural Sciences,Physics,ETH Zurich,57.7
Natural Sciences,Physics,University of Pennsylvania,42.5
Natural Sciences,Physics,The University of Texas at Austin,58.3
Natural Sciences,Physics,Aix Marseille University,55.1
Natural Sciences,Physics,Duke University,36.8
Natural Sciences,Physics,Durham University,47.2
Natural Sciences,Physics,Fudan University,60.5
Natural Sciences,Physics,Kyoto University,56.6
Natural Sciences,Physics,Leiden University,56.9
Natural Sciences,Physics,Moscow State University,52.4
Natural Sciences,Physics,Nanyang Technological University,49.7
Natural Sciences,Physics,National University of Singapore,51.3
Natural Sciences,Physics,Northwestern University,49.8
Natural Sciences,Physics,The University of New South Wales,42.8
Natural Sciences,Physics,Université Grenoble Alpes,59.9
Natural Sciences,Physics,University of British Columbia,43.5
Natural Sciences,Physics,"University of California, Irvine",42.8
Natural Sciences,Physics,"University of California, Santa Cruz",45.3
Natural Sciences,Physics,University of Copenhagen,53.1
Natural Sciences,Physics,"University of Minnesota, Twin Cities",47.4
Natural Sciences,Physics,University of Naples Federico II,43.9
Natural Sciences,Physics,University of Pisa,43.0
Natural Sciences,Physics,University of Sao Paulo,49.2
Natural Sciences,Physics,University of Southampton,50.6
Natural Sciences,Physics,University of Vienna,37.0
Natural Sciences,Physics,University of Zurich,42.3
Natural Sciences,Physics,Yale University,48.1
Natural Sciences,Physics,Zhejiang University,67.4
Natural Sciences,Physics,Boston University,41.5
Natural Sciences,Physics,Georgia Institute of Technology,44.9
Natural Sciences,Physics,Heidelberg University,56.9
Natural Sciences,Physics,Karlsruhe Institute of Technology (KIT),46.2
Natural Sciences,Physics,Monash University,47.2
Natural Sciences,Physics,Purdue University - West Lafayette,44.3
Natural Sciences,Physics,Queen's University,23.9
Natural Sciences,Physics,Seoul National University,51.5
Natural Sciences,Physics,Stony Brook University,42.0
Natural Sciences,Physics,Technical University of Munich,47.7
Natural Sciences,Physics,The University of Hong Kong,37.8
Natural Sciences,Physics,University of Amsterdam,49.6
Natural Sciences,Physics,University of Arizona,59.9
Natural Sciences,Physics,University of Birmingham,44.5
Natural Sciences,Physics,"University of California, San Diego",47.8
Natural Sciences,Physics,University of Florida,40.2
Natural Sciences,Physics,University of Liverpool,36.6
Natural Sciences,Physics,University of Milan,38.1
Natural Sciences,Physics,University of Padua,58.3
Natural Sciences,Physics,University of Sydney,45.3
Natural Sciences,Physics,University of Toronto,52.1
Natural Sciences,Physics,Uppsala University,46.4
Natural Sciences,Physics,Utrecht University,28.5
Natural Sciences,Physics,Weizmann Institute of Science,40.9
Natural Sciences,Physics,Wuhan University,51.6
Natural Sciences,Physics,Autonomous University of Madrid,48.4
Natural Sciences,Physics,Beihang University,57.0
Natural Sciences,Physics,Huazhong University of Science and Technology,62.7
Natural Sciences,Physics,Humboldt University of Berlin,36.7
Natural Sciences,Physics,Hunan University,43.9
Natural Sciences,Physics,Indiana University Bloomington,35.8
Natural Sciences,Physics,King's College London,35.5
Natural Sciences,Physics,McMaster University,24.5
Natural Sciences,Physics,National Tsing Hua University,39.1
Natural Sciences,Physics,Osaka University,46.6
Natural Sciences,Physics,Rice University,37.0
Natural Sciences,Physics,Ruhr University Bochum,38.6
Natural Sciences,Physics,Shandong University,58.7
Natural Sciences,Physics,Soochow University (China),52.2
Natural Sciences,Physics,Southern University of Science and Technology,50.1
Natural Sciences,Physics,Stockholm University,49.3
Natural Sciences,Physics,Sun Yat-sen University,61.8
Natural Sciences,Physics,Tel Aviv University,44.6
Natural Sciences,Physics,Texas A&M University,45.8
Natural Sciences,Physics,The Chinese University of Hong Kong,37.1
Natural Sciences,Physics,The Hong Kong University of Science and Technology,40.2
Natural Sciences,Physics,The University of Glasgow,38.4
Natural Sciences,Physics,The University of Sheffield,36.7
Natural Sciences,Physics,The University of Western Australia,43.4
Natural Sciences,Physics,Tohoku University,46.5
Natural Sciences,Physics,Tokyo Institute of Technology,41.1
Natural Sciences,Physics,TU Dresden,39.3
Natural Sciences,Physics,University of Barcelona,46.5
Natural Sciences,Physics,University of Bologna,53.5
Natural Sciences,Physics,University of Bonn,44.3
Natural Sciences,Physics,University of Bristol,38.8
Natural Sciences,Physics,University of Côte d'Azur,39.1
Natural Sciences,Physics,University of Erlangen-Nuremberg,38.4
Natural Sciences,Physics,University of Genoa,37.8
Natural Sciences,Physics,University of Groningen,48.1
Natural Sciences,Physics,University of Hamburg,48.5
Natural Sciences,Physics,University of Innsbruck,33.0
Natural Sciences,Physics,University of Jena,30.5
Natural Sciences,Physics,University of Mainz,40.8
Natural Sciences,Physics,University of Massachusetts Amherst,37.6
Natural Sciences,Physics,University of Nottingham,33.7
Natural Sciences,Physics,University of Oregon,25.0
Natural Sciences,Physics,University of Rochester,36.2
Natural Sciences,Physics,University of Tennessee - Knoxville,37.4
Natural Sciences,Physics,University of Trento,34.9
Natural Sciences,Physics,University of Trieste,37.4
Natural Sciences,Physics,University of Turin,44.5
Natural Sciences,Physics,University of Warwick,48.0
Natural Sciences,Physics,University of York,22.7
Natural Sciences,Physics,Vrije Universiteit Amsterdam,23.8
Natural Sciences,Physics,Aalto University,31.9
Natural Sciences,Physics,AGH University of Krakow,34.2
Natural Sciences,Physics,Arizona State University,36.7
Natural Sciences,Physics,Charles University in Prague,41.2
Natural Sciences,Physics,City University of Hong Kong,42.8
Natural Sciences,Physics,Claude Bernard University Lyon 1,46.2
Natural Sciences,Physics,Ecole Normale Superieure - Lyon,32.5
Natural Sciences,Physics,Ghent University,39.9
Natural Sciences,Physics,Indian Institute of Science,37.1
Natural Sciences,Physics,Jilin University,52.5
Natural Sciences,Physics,King Abdullah University of Science and Technology,31.6
Natural Sciences,Physics,Korea University,43.1
Natural Sciences,Physics,KTH Royal Institute of Technology,45.0
Natural Sciences,Physics,KU Leuven,44.4
Natural Sciences,Physics,McGill University,39.5
Natural Sciences,Physics,Michigan State University,40.6
Natural Sciences,Physics,National Autonomous University of Mexico,50.0
Natural Sciences,Physics,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),36.9
Natural Sciences,Physics,National Taiwan University,44.1
Natural Sciences,Physics,Northeastern University (Boston),28.9
Natural Sciences,Physics,Polytechnic University of Catalonia,36.1
Natural Sciences,Physics,Radboud University Nijmegen,39.0
Natural Sciences,Physics,Roma Tre University,29.7
Natural Sciences,Physics,"Rutgers, The State University of New Jersey - New Brunswick",38.3
Natural Sciences,Physics,RWTH Aachen University,42.4
Natural Sciences,Physics,Scuola Normale Superiore - Pisa,37.0
Natural Sciences,Physics,Southeast University,46.7
Natural Sciences,Physics,Swinburne University of Technology,37.2
Natural Sciences,Physics,Technion-Israel Institute of Technology,39.8
Natural Sciences,Physics,Temple University,18.3
Natural Sciences,Physics,The University of Melbourne,41.6
Natural Sciences,Physics,The University of New Mexico - Albuquerque,30.9
Natural Sciences,Physics,The University of Texas at Dallas,26.4
Natural Sciences,Physics,University College Dublin,31.3
Natural Sciences,Physics,University of Antwerp,27.4
Natural Sciences,Physics,University of Bari,28.9
Natural Sciences,Physics,"University of California, Davis",41.4
Natural Sciences,Physics,University of Giessen,29.9
Natural Sciences,Physics,University of Lisbon,43.9
Natural Sciences,Physics,University of Ljubljana,31.8
Natural Sciences,Physics,University of Milano-Bicocca,40.5
Natural Sciences,Physics,University of Montreal,37.6
Natural Sciences,Physics,University of Nebraska - Lincoln,27.1
Natural Sciences,Physics,University of Notre Dame,35.3
Natural Sciences,Physics,University of Roma - Tor Vergata,41.5
Natural Sciences,Physics,University of Tuebingen,34.8
Natural Sciences,Physics,University of Valencia,41.1
Natural Sciences,Physics,Vienna University of Technology,35.6
Natural Sciences,Physics,Virginia Polytechnic Institute and State University,29.8
Natural Sciences,Physics,Wayne State University,30.3
Natural Sciences,Physics,Aarhus University,34.4
Natural Sciences,Physics,Autonomous University of Barcelona,48.4
Natural Sciences,Physics,Beijing Institute of Technology,47.8
Natural Sciences,Physics,Carnegie Mellon University,39.5
Natural Sciences,Physics,Catholic University of Louvain,28.8
Natural Sciences,Physics,Central China Normal University,34.5
Natural Sciences,Physics,Chalmers University of Technology,40.5
Natural Sciences,Physics,Czech Technical University in Prague,30.6
Natural Sciences,Physics,Delft University of Technology,35.0
Natural Sciences,Physics,Eotvos Lorand University,38.0
Natural Sciences,Physics,Federal University of Rio de Janeiro,30.8
Natural Sciences,Physics,Florida State University,33.6
Natural Sciences,Physics,Goethe University Frankfurt,33.0
Natural Sciences,Physics,Griffith University,15.1
Natural Sciences,Physics,Hanyang University,38.3
Natural Sciences,Physics,Harbin Institute of Technology,57.7
Natural Sciences,Physics,Indian Institute of Technology Madras,38.9
Natural Sciences,Physics,International School for Advanced Studies,33.4
Natural Sciences,Physics,King Abdulaziz University,32.3
Natural Sciences,Physics,Kobe University,27.2
Natural Sciences,Physics,Kyung Hee University,36.7
Natural Sciences,Physics,Kyushu University,35.1
Natural Sciences,Physics,Leibniz University Hannover,28.2
Natural Sciences,Physics,Louisiana State University - Baton Rouge,25.2
Natural Sciences,Physics,Missouri University of Science and Technology,15.7
Natural Sciences,Physics,Moscow Institute of Physics and Technology,44.0
Natural Sciences,Physics,Nankai University,47.7
Natural Sciences,Physics,National and Kapodistrian University of Athens,35.4
Natural Sciences,Physics,National Central University,32.3
Natural Sciences,Physics,National Institute of Science Education Research,29.0
Natural Sciences,Physics,New York University,38.1
Natural Sciences,Physics,Northwestern Polytechnical University,49.3
Natural Sciences,Physics,Novosibirsk State University,37.1
Natural Sciences,Physics,Oklahoma State University,22.7
Natural Sciences,Physics,Osaka Metropolitan University,23.9
Natural Sciences,Physics,Paul Sabatier University (Toulouse 3),42.8
Natural Sciences,Physics,Pohang University of Science and Technology,36.9
Natural Sciences,Physics,Polytechnic University of Turin,27.8
Natural Sciences,Physics,Queen Mary University of London,39.3
Natural Sciences,Physics,Sejong University,32.5
Natural Sciences,Physics,Shenzhen University,51.6
